index	token	frequency
13057	fifties	1
13058	teen-gang	1
13059	rough-trade	1
13060	homo-eroticism	1
13061	sillified	1
13062	stop-and-start	1
13063	condone	1
13064	tortuous	1
13065	long-running	1
13066	half-dozen	1
13067	dripping	1
13068	bypassing	1
13069	trivialize	1
13070	hard-core	1
13071	addiction	1
13072	junk-calorie	1
13073	ruined	3
13074	improbabilities	1
13075	temper	1
13076	impacting	1
13077	slasher-movie	1
13078	nary	3
13079	pollute	1
13080	rigidly	1
13081	paradigm	1
13082	permitting	1
13083	well-worn	1
13084	bmw	1
13085	haranguing	1
13086	turd	2
13087	squashed	1
13088	truck	2
13089	preferably	1
13090	semi	1
13091	glover	2
13092	irrepressible	2
13093	shatner	2
13094	re-hash	1
13095	jump	3
13096	hopes	3
13097	camouflage	2
13098	appreciative	1
13099	nausea	1
13100	numbingly	2
13101	dull-witted	1
13102	disquietingly	1
13103	jams	1
13104	prefabricated	1
13105	nonexistent	2
13106	amateur	2
13107	bailiwick	1
13108	pregnant	2
13109	insult	3
13110	informs	1
13111	stuffy	2
13112	costner	4
13113	self-righteous	1
13114	monopoly	1
13115	chai	2
13116	disconcertingly	1
13117	oblivious	1
13118	backdrops	3
13119	grimly	1
13120	developing	2
13121	attachment	1
13122	sweep	1
13123	episodic	3
13124	choppiness	1
13125	thrust	2
13126	unseemly	1
13127	congratulate	1
13128	college-spawned	1
13129	colgate	1
13130	u.	1
13131	lizard	3
13132	cheech	1
13133	chong	1
13134	chips	2
13135	troopers	3
13136	amalgam	3
13137	existing	3
13138	zucker	1
13139	brothers\/abrahams	1
13140	post-modern	1
13141	farrelly	5
13142	bemused	1
13143	pbs	2
13144	program	3
13145	restage	1
13146	bathtub	2
13147	slickly	1
13148	antiseptic	1
13149	desiccated	2
13150	african-americans	2
13151	insensitivity	1
13152	tripe	2
13153	groundbreaking	1
13154	thirty-three	1
13155	stylistically	2
13156	overrides	1
13157	vicarious	1
13158	shifting	3
13159	defeats	2
13160	paramount	1
13161	imprint	1
13162	european	4
13163	pickup	2
13164	tactfully	1
13165	pretended	1
13166	believability	3
13167	sewer	1
13168	rats	1
13169	skeeved	1
13170	mattel	1
13171	executives	1
13172	lobbyists	1
13173	tinsel	1
13174	shortest	1
13175	hole	4
13176	outrage	2
13177	hastily	6
13178	amateurishly	2
13179	martial-arts	1
13180	forte	2
13181	loveable	2
13182	leroy	1
13183	skippable	1
13184	hayseeds-vs	1
13185	greaseballs	1
13186	louiso	1
13187	dawdle	1
13188	disaffected-indie-film	1
13189	mode	1
13190	late-inning	1
13191	straddles	1
13192	boldface	1
13193	libidinous	1
13194	dwellers	1
13195	obscenely	1
13196	sidewalks	1
13197	foundering	1
13198	athleticism	2
13199	wwii	1
13200	patchy	1
13201	low-tech	1
13202	happenstance	1
13203	overladen	1
13204	talked	1
13205	servitude	1
13206	skirts	1
13207	flop	2
13208	generically	1
13209	forgettably	2
13210	frustrations	1
13211	sitcom-worthy	1
13212	overstylized	1
13213	puréed	1
13214	mélange	1
13215	wankery	1
13216	unhappily	1
13217	malle	1
13218	dud	6
13219	slob	1
13220	reductions	1
13221	runyon	1
13222	crooks	1
13223	wasting	1
13224	legally	1
13225	blonde	1
13226	abomination	1
13227	smell	1
13228	grease	1
13229	hairier	1
13230	tax	2
13231	einstein	1
13232	sympathizing	1
13233	presenting	2
13234	100-year	1
13235	interrupted	1
13236	hurley	3
13237	bathing	1
13238	screed	1
13239	curmudgeonly	1
13240	playwright	3
13241	grounds	1
13242	overstuffed	2
13243	improbably	1
13244	forbearing	1
13245	contend	1
13246	child-rearing	1
13247	los	1
13248	angeles	1
13249	uwe	1
13250	boll	2
13251	blah	1
13252	phoenix	2
13253	literarily	1
13254	hard-partying	1
13255	fetid	1
13256	fame	2
13257	uglier	1
13258	homosexual	1
13259	tv-insider	1
13260	unity	1
13261	admiring	1
13262	cacoyannis	3
13263	dust-caked	1
13264	stagnation	1
13265	fades	1
13266	suspects	2
13267	endorses	1
13268	merit	7
13269	depend	3
13270	associations	1
13271	scribe	2
13272	wade	2
13273	workmanlike	1
13274	cycle	2
13275	recognized	1
13276	bilked	1
13277	overacted	1
13278	wattage	1
13279	tumult	3
13280	conforms	1
13281	scarface	1
13282	carlito	1
13283	verdict	2
13284	period-perfect	1
13285	hammers	1
13286	scarier	2
13287	troupe	1
13288	pap	2
13289	invested	1
13290	undergraduate	1
13291	doubling	1
13292	subtexts	1
13293	stabs	1
13294	wizard	1
13295	fifth	2
13296	stalked	1
13297	creepy-crawly	1
13298	bug	1
13299	predominantly	2
13300	unnamed	1
13301	substitutable	1
13302	hushed	1
13303	ethan	1
13304	hawke	3
13305	chelsea	4
13306	tempted	1
13307	redundancies	1
13308	experienced	4
13309	inexpressive	1
13310	disagree	1
13311	rorschach	1
13312	clare	2
13313	peploe	3
13314	pie-like	1
13315	irreverence	1
13316	xerox	2
13317	illiterate	1
13318	inert	3
13319	rancid	1
13320	contain	1
13321	balto	1
13322	toy	1
13323	procedural	1
13324	wanders	2
13325	hopkins	7
13326	horton	1
13327	o'fallon	2
13328	gaitskill	1
13329	evasive	1
13330	erin	1
13331	brockovich	1
13332	eleven	1
13333	expeditious	1
13334	reassure	1
13335	bike	2
13336	vittorio	1
13337	sica	1
13338	self-exploitation	1
13339	soft-porn	1
13340	powerment	1
13341	unpersuasive	2
13342	evolving	1
13343	genevieve	1
13344	leplouff	1
13345	option	2
13346	creators	2
13347	giovanni	1
13348	psychiatrist	1
13349	medicine	2
13350	trajectory	1
13351	posits	1
13352	heretofore	1
13353	unfathomable	1
13354	boat	4
13355	rancorous	1
13356	outline	2
13357	frat	1
13358	wisecracking	1
13359	revelled	1
13360	shallows	1
13361	cousin	1
13362	bottom-feeder	1
13363	printed	1
13364	iles	1
13365	duking	1
13366	poky	1
13367	pseudo-serious	1
13368	workshops	1
13369	nurtured	1
13370	sparks	3
13371	lurking	2
13372	spoil	1
13373	bottom-rung	1
13374	modem	1
13375	disconnects	1
13376	seconds	5
13377	critic-proof	1
13378	oh-so	1
13379	parting	1
13380	misfires	1
13381	crossroads	5
13382	cutoffs	1
13383	cassavetes	2
13384	didactic	3
13385	buries	1
13386	mountain	3
13387	borrowed	1
13388	overwritten	3
13389	surfeit	2
13390	flowery	1
13391	roads	1
13392	uncharismatically	1
13393	résumé	1
13394	magician	1
13395	unencouraging	1
13396	threefold	1
13397	expansion	1
13398	stunt-hungry	1
13399	dimwits	1
13400	collected	1
13401	pranks	1
13402	etc.	2
13403	joshua	1
13404	luis	1
13405	ventura	1
13406	pollak	1
13407	wrestler	1
13408	chyna	1
13409	dolly	1
13410	parton	1
13411	resumes	1
13412	puportedly	1
13413	convolution	1
13414	claim	3
13415	lumpy	1
13416	two-day	1
13417	paws	1
13418	un-bear-able	1
13419	appealingly	1
13420	enacted	1
13421	cobbled	4
13422	self-absorbed	1
13423	featured	2
13424	whiney	1
13425	bugged	1
13426	omitted	1
13427	unsaid	1
13428	ugh	1
13429	bug-eye	1
13430	dead-eye	1
13431	pelosi	1
13432	clown	2
13433	jeopardy	1
13434	glass-shattering	1
13435	racist	3
13436	snuck	1
13437	joão	1
13438	pedro	1
13439	rodrigues	2
13440	unwillingness	1
13441	cheats	1
13442	retreats	1
13443	thoughtless	1
13444	scouse	1
13445	simpsons	2
13446	juwanna	3
13447	wewannour	1
13448	helmer	3
13449	hamstrung	1
13450	tux	1
13451	wearer	1
13452	superman	2
13453	allowed	4
13454	siuation	1
13455	postapocalyptic	1
13456	disadvantage	1
13457	faulted	1
13458	lucy	4
13459	overstays	1
13460	hurry	1
13461	uncompelling	1
13462	decomposition	1
13463	healthy	2
13464	cloak	1
13465	romanticization	1
13466	semi-autobiographical	1
13467	sloppily	2
13468	bugsy	1
13469	caterer	1
13470	naïveté	1
13471	arbitrary	3
13472	flashbacks	3
13473	struts	1
13474	pinned	1
13475	huckster	1
13476	lapel	1
13477	decorates	1
13478	robots	1
13479	website	2
13480	3\/4th	1
13481	spry	1
13482	2001	1
13483	slapdash	3
13484	sequel-for-the-sake	1
13485	of-a-sequel	1
13486	woefully	3
13487	kalvert	1
13488	turf	2
13489	1958	2
13490	coburn	1
13491	inconceivable	1
13492	kills	1
13493	no-surprise	1
13494	banderas	2
13495	pitiful	2
13496	doa	2
13497	straining	2
13498	ritter	1
13499	herrings	1
13500	register	1
13501	mouthpieces	1
13502	motifs	1
13503	achieved	1
13504	lottery	1
13505	metal	2
13506	fireballs	1
13507	winces	1
13508	clutches	1
13509	gasps	1
13510	ahem	1
13511	ailments	1
13512	uninflected	1
13513	ambitiously	1
13514	abused	1
13515	autistic	1
13516	depraved	3
13517	abc	2
13518	docile	1
13519	wordless	1
13520	ethnographic	1
13521	extras	1
13522	appearing	1
13523	cynic	1
13524	groaner	1
13525	zero-dimensional	1
13526	unlikable	6
13527	dissipated	1
13528	cliche-ridden	3
13529	clyde	1
13530	barrow	1
13531	leafing	1
13532	photos	2
13533	accompanied	1
13534	sketchiest	1
13535	captions	1
13536	half-lit	1
13537	dorm	1
13538	coda	1
13539	fluke	2
13540	fangoria	1
13541	subscriber	1
13542	excited	3
13543	janey	1
13544	obligations	1
13545	guessable	1
13546	echoes	2
13547	morbidity	1
13548	asia	1
13549	shu	1
13550	insufficiently	1
13551	cathartic	2
13552	hibernation	1
13553	reports	1
13554	loosely	3
13555	skidding	1
13556	limps	1
13557	squirm-inducing	1
13558	fish-out-of-water	2
13559	tearjerker	4
13560	redeeming	4
13561	chuckles	5
13562	cesspool	1
13563	connected	2
13564	plots	4
13565	balkans	1
13566	obstacle	1
13567	tolstoy	1
13568	groupies	1
13569	greedy	2
13570	agents	1
13571	heathers	1
13572	unwatchable	2
13573	flounders	1
13574	plato	1
13575	therefore	2
13576	greenlight	2
13577	miniseries	1
13578	mom	2
13579	rejected	3
13580	astronomically	1
13581	slimed	1
13582	sacre	1
13583	bleu	1
13584	magnifique	1
13585	cheering	2
13586	bore-athon	1
13587	insufferable	2
13588	repugnance	1
13589	barbed	1
13590	poo-poo	1
13591	sleep-inducingly	1
13592	slow-paced	1
13593	phoney-feeling	1
13594	overly-familiar	2
13595	cipherlike	1
13596	ruthlessly	1
13597	pained	1
13598	staring	2
13599	dislikable	1
13600	sociopathy	1
13601	scam	1
13602	suckers	1
13603	surrender	2
13604	93	1
13605	unrecoverable	1
13606	recovering	1
13607	ridiculousness	3
13608	sorely	2
13609	careening	1
13610	salvage	1
13611	moulds	1
13612	up-and-coming	1
13613	landbound	1
13614	gender-provoking	1
13615	submerged	1
13616	peekaboo	1
13617	clothing	2
13618	elves	1
13619	pimps	1
13620	ho	1
13621	boardwalk	1
13622	laudable	3
13623	hot-button	2
13624	adrift	2
13625	unifying	1
13626	sophisticates	1
13627	pitifully	2
13628	unromantic	1
13629	kiddie-oriented	1
13630	gum	1
13631	sneak	1
13632	deviously	1
13633	adopts	1
13634	guise	2
13635	bomb	2
13636	hodgepodge	2
13637	miserable	3
13638	coincidence	1
13639	unrequited	1
13640	angst-ridden	1
13641	covered	1
13642	lewd	1
13643	useful	1
13644	paper-thin	5
13645	bang-the-drum	1
13646	odoriferous	1
13647	crawl	1
13648	fist	1
13649	hardman	1
13650	unfortunate	4
13651	rally	2
13652	anti-catholic	2
13653	protestors	1
13654	gesturing	1
13655	bedeviled	1
13656	miscalculates	1
13657	fiddle	1
13658	melange	1
13659	bid	1
13660	monotonous	3
13661	treachery	1
13662	drowns	3
13663	sap	2
13664	devotedly	1
13665	pin-like	1
13666	recreation	1
13667	regard	2
13668	scuttled	1
13669	devastation	1
13670	disease	1
13671	to-do	1
13672	faulty	1
13673	spotty	1
13674	stomps	1
13675	hobnail	1
13676	boots	2
13677	natalie	1
13678	babbitt	1
13679	troubling	2
13680	paint	2
13681	motorized	1
13682	scooter	2
13683	dewy-eyed	1
13684	kid-movie	1
13685	hectic	1
13686	homiletic	1
13687	inauspicious	1
13688	mopes	1
13689	tract	2
13690	meanderings	1
13691	lessen	2
13692	psychodramatics	1
13693	setpiece	1
13694	conspicuously	1
13695	blowout	1
13696	downplaying	1
13697	she-cute	1
13698	troubled	1
13699	homicide	1
13700	scenarios	1
13701	sermonize	1
13702	okay	1
13703	seventy-minute	1
13704	wordy	1
13705	wisp	1
13706	avid	1
13707	impatient	1
13708	strenuous	1
13709	clinch	1
13710	razzie	1
13711	strung-together	2
13712	escapades	1
13713	gander	1
13714	amuses	1
13715	aids	2
13716	all-inclusive	1
13717	uptight	1
13718	bores	1
13719	dopey	4
13720	clothed	1
13721	hipness	2
13722	expressly	1
13723	sewage	1
13724	shovel	1
13725	gullets	1
13726	simulate	1
13727	sustenance	1
13728	court	2
13729	maneuvers	1
13730	palm	1
13731	sc2	1
13732	autopilot	1
13733	concoction	2
13734	masters	1
13735	dog-paddle	1
13736	brawny	2
13737	unqualified	1
13738	entering	1
13739	synagogue	1
13740	ramblings	1
13741	smorgasbord	1
13742	soliloquies	2
13743	spousal	2
13744	spawned	1
13745	tantamount	1
13746	sept.	1
13747	disney-style	1
13748	wing	1
13749	prayer	1
13750	hunky	1
13751	has-been	2
13752	castle	1
13753	sky	1
13754	nurses	1
13755	gaping	2
13756	pilot	3
13757	olympic	1
13758	brain-deadening	1
13759	hangover	1
13760	blustery	1
13761	steam	1
13762	paces	1
13763	arguing	2
13764	substitutes	2
13765	sanitised	1
13766	surgeon	1
13767	mends	1
13768	decommissioned	1
13769	majority	2
13770	startle	1
13771	stifled	1
13772	prevalence	1
13773	fast-forward	1
13774	stringently	1
13775	ear-splitting	1
13776	crash-and-bash	1
13777	lumpish	1
13778	likably	1
13779	fuddy-duddy	1
13780	overload	1
13781	irreparably	1
13782	schaefer	1
13783	glitter	2
13784	mid-to-low	1
13785	betrayed	1
13786	origin	1
13787	fleder	1
13788	aiello	1
13789	mumbles	1
13790	guilt-trip	1
13791	annie-mary	1
13792	garth	1
13793	progressed	1
13794	wayne	2
13795	dodge	1
13796	neeson	1
13797	capably	1
13798	implausible	4
13799	je-gyu	1
13800	limerick	1
13801	scrawled	1
13802	saddam	1
13803	hussein	1
13804	u.n.	1
13805	permission	1
13806	scummy	1
13807	ripoff	1
13808	cronenberg	1
13809	videodrome	1
13810	distressingly	1
13811	nike	1
13812	rebellious	1
13813	redone	2
13814	fewer	4
13815	inadvertent	1
13816	testimonial	1
13817	cruelties	1
13818	blacks	1
13819	distilled	1
13820	caucasian	1
13821	work-hours	1
13822	health	3
13823	fortune	2
13824	salaries	1
13825	cars	3
13826	spliced	1
13827	48	2
13828	quasi-improvised	1
13829	agape	1
13830	punched	1
13831	unofficially	1
13832	officially	1
13833	bestial	1
13834	fragmented	2
13835	spinoff	1
13836	dwindles	1
13837	lured	1
13838	control-alt-delete	1
13839	bleed	1
13840	olympus	1
13841	raising	1
13842	underlies	1
13843	under-10	1
13844	futile	2
13845	moviemakers	2
13846	keg	1
13847	intimidated	1
13848	chokes	2
13849	feminist	2
13850	posing	2
13851	aftertaste	2
13852	populating	1
13853	meanspirited	1
13854	cardboard	2
13855	cash	1
13856	camouflaging	1
13857	grotesque	2
13858	interminable	2
13859	stave	1
13860	doldrums	1
13861	involvement	1
13862	hottest	1
13863	hippest	1
13864	outdated	3
13865	swagger	1
13866	shuck-and-jive	1
13867	tad	1
13868	intelligibility	1
13869	despairingly	1
13870	butterfingered	1
13871	big-fisted	1
13872	jez	1
13873	butterworth	1
13874	smallest	1
13875	sensitivities	1
13876	clamorous	1
13877	forewarned	1
13878	depressed	3
13879	drown	3
13880	afterwards	1
13881	gushy	1
13882	neutral	2
13883	uphill	1
13884	poorly-constructed	1
13885	laughingly	1
13886	irksome	2
13887	complacency	2
13888	rediscovers	1
13889	demeo	1
13890	aptitude	1
13891	abdul	1
13892	malik	1
13893	abbott	1
13894	ernest	1
13895	tron	1
13896	initially	1
13897	vast	4
13898	filmgoers	2
13899	vies	1
13900	orson	1
13901	shunji	1
13902	chou	2
13903	payoffs	1
13904	jump-in-your-seat	1
13905	backseat	1
13906	laurence	2
13907	coriat	1
13908	coinage	1
13909	pawn	1
13910	disabilities	1
13911	hypertime	2
13912	reverse	1
13913	trope	1
13914	rumor	3
13915	avalanches	1
13916	fuzziness	1
13917	whoop	1
13918	shankman	1
13919	janszen	1
13920	bungle	1
13921	parables	1
13922	brats	1
13923	peopled	1
13924	balding	1
13925	50-year-old	2
13926	log	3
13927	uncool	1
13928	gadzooks	1
13929	entrée	1
13930	flavorless	2
13931	handle	3
13932	conceptions	1
13933	objects	2
13934	impressionistic	1
13935	slow-motion	1
13936	quick-cut	1
13937	card	4
13938	splatterfests	1
13939	user-friendly	1
13940	disreputable	1
13941	doings	2
13942	substandard	1
13943	work-in-progress	2
13944	megaplexes	1
13945	chosen	4
13946	oh-those-wacky-brits	1
13947	ushered	1
13948	smash	3
13949	femme	1
13950	bait-and-switch	1
13951	misunderstanding	1
13952	marivaux	1
13953	neo-noir	1
13954	hiding	2
13955	sontag	1
13956	stern	1
13957	popping	1
13958	illogical	2
13959	personable	1
13960	beer	1
13961	uma	1
13962	shelves	1
13963	aborted	1
13964	teen-targeted	1
13965	highly-praised	1
13966	disappointments	2
13967	neverland	2
13968	schiffer	1
13969	hossein	1
13970	amini	1
13971	modernize	2
13972	reconceptualize	1
13973	oh-so-important	1
13974	reinforcement	1
13975	leaning	1
13976	badly-rendered	1
13977	shiver	1
13978	grandfather	1
13979	evidence	4
13980	indicate	1
13981	plods	2
13982	nosedive	1
13983	infirmity	1
13984	naive	2
13985	heart-string	1
13986	pop-influenced	1
13987	prank	1
13988	claims	3
13989	admirer	1
13990	drawbacks	1
13991	lazily	2
13992	cirulnick	1
13993	novelist	1
13994	thulani	1
13995	104	1
13996	artsploitation	1
13997	bona	1
13998	fide	1
13999	groaners	1
14000	framed	2
14001	eternal	1
14002	pique	1
14003	q	3
14004	grievous	1
14005	obsessively	1
14006	icy	2
14007	spout	1
14008	break-ups	1
14009	hook-ups	1
14010	hypnotically	2
14011	laughably	4
14012	wail	1
14013	cadence	1
14014	fifteen-year-old	1
14015	suicidal	1
14016	bravura	1
14017	masquerade	2
14018	wearisome	1
14019	and-miss	1
14020	shown	2
14021	projection	1
14022	ki-deok	1
14023	regular	1
14024	bouts	1
14025	defensible	1
14026	deliverance	1
14027	made-for-movie	1
14028	shallower	1
14029	egregiously	1
14030	1991	1
14031	rover	1
14032	dangerfield	1
14033	shave	1
14034	topping	1
14035	cone	1
14036	presumes	1
14037	conscious	2
14038	2455	1
14039	messenger	1
14040	asset	2
14041	atrocities	1
14042	impersonal	3
14043	treacle	1
14044	rogue	1
14045	cia	3
14046	assassins	1
14047	agency	1
14048	boss	2
14049	amnesiac	1
14050	damon\/bourne	1
14051	profundities	1
14052	retrieve	1
14053	trumps	1
14054	tides	1
14055	stagecrafts	1
14056	bolder	1
14057	burdened	1
14058	accessibility	1
14059	family-friendly	2
14060	slowest	1
14061	grasps	1
14062	unspools	1
14063	highbrow	1
14064	102-minute	2
14065	blending	1
14066	entrepreneurial	1
14067	customers	1
14068	glitzy	1
14069	eighth-grader	1
14070	veggie	1
14071	threshold	2
14072	manifestations	1
14073	afterschool	2
14074	versace	1
14075	mad	4
14076	cues	1
14077	blacken	1
14078	organ	1
14079	vengefulness	1
14080	remained	1
14081	collage	2
14082	dim	1
14083	echo	1
14084	biblical	1
14085	unsalvageability	1
14086	anarchy	1
14087	pork	2
14088	dumplings	1
14089	fireworks	2
14090	glamorous	1
14091	moldering	1
14092	strenuously	2
14093	solemn	4
14094	sharing	2
14095	birds	2
14096	shipping	1
14097	transplant	1
14098	soil	1
14099	resists	1
14100	intrusion	1
14101	shores	1
14102	wary	1
14103	natives	1
14104	demonic	1
14105	lisa	2
14106	rinzler	1
14107	inhalant	1
14108	blackout	1
14109	transfigures	1
14110	unchanged	1
14111	dullard	2
14112	detractors	1
14113	accuse	2
14114	humidity	1
14115	spawn	1
14116	fools	1
14117	quentin	3
14118	branched	1
14119	pseudo-witty	1
14120	copycat	2
14121	café	1
14122	overhearing	1
14123	late-twenty-somethings	1
14124	natter	1
14125	tables	1
14126	all-over-the-map	1
14127	pared	1
14128	tv-movie	1
14129	chapter	1
14130	drinker	1
14131	represent	1
14132	exemplify	1
14133	laziest	1
14134	meager	1
14135	been-there	2
14136	adored	1
14137	resoundingly	1
14138	bewildered	1
14139	spookily	1
14140	abrupt	2
14141	glucose	1
14142	cello	1
14143	culled	1
14144	cold-hearted	2
14145	fax	2
14146	sodden	1
14147	priggish	1
14148	lethargically	1
14149	renewal	1
14150	ankle-deep	1
14151	50-million	1
14152	third-person	1
14153	prettiest	1
14154	kendall	1
14155	ed	4
14156	decter	1
14157	yosuke	1
14158	saeko	1
14159	invited	2
14160	soiree	1
14161	morsels	1
14162	heaped	1
14163	reap	1
14164	unfairly	1
14165	fabricated	1
14166	violated	1
14167	targets	1
14168	raunch-fests	1
14169	unmentionables	1
14170	aussie	1
14171	channels	1
14172	not-quite-dead	1
14173	outage	1
14174	cards	1
14175	fascinated	2
14176	killers	1
14177	punishment	2
14178	sportsmanship	1
14179	stand-off	1
14180	trump	1
14181	mid-section	1
14182	molehill	1
14183	restate	1
14184	knock-off	1
14185	horizons	1
14186	dullness	1
14187	decades-spanning	1
14188	epics	1
14189	strives	2
14190	socially	1
14191	encompassing	1
14192	wavers	1
14193	cellular	1
14194	dodges	1
14195	screenful	1
14196	gamesmanship	1
14197	transgressive	2
14198	beast-within	1
14199	shabby	2
14200	piles	1
14201	peculiarly	1
14202	amorality	1
14203	reyes	2
14204	iq	2
14205	unprovoked	1
14206	suffocate	1
14207	illumination	1
14208	instances	1
14209	gloomy	2
14210	veil	1
14211	timelessness	1
14212	mulan	1
14213	tarzan	1
14214	teenybopper	1
14215	pubescent	1
14216	scandalous	1
14217	high-strung	1
14218	satisfactorily	1
14219	interpreting	1
14220	phantasms	1
14221	imagined	2
14222	pasts	1
14223	cohesion	2
14224	handicapped	1
14225	belgian	1
14226	waffle	1
14227	helpful	1
14228	extremist	1
14229	name-calling	1
14230	calculating	1
14231	fiend	1
14232	self-promoter	1
14233	pseudo-intellectual	1
14234	billing	1
14235	burke	1
14236	stodgy	1
14237	teleprompter	1
14238	simpleminded	2
14239	cared	1
14240	grayish	1
14241	last-minute	2
14242	avarice	1
14243	witlessness	1
14244	not-so-bright	1
14245	trio	1
14246	criminals	1
14247	attributable	1
14248	schnieder	1
14249	bounces	1
14250	wrists	1
14251	tummy	1
14252	huggers	1
14253	twirling	1
14254	finger	2
14255	exclamation	2
14256	wrecks	1
14257	whistle	1
14258	convinced	7
14259	doltish	1
14260	skunk	1
14261	odor	1
14262	fetishistic	1
14263	pretend	3
14264	werewolf	1
14265	avoiding	1
14266	disturbance	1
14267	teeny-bopper	1
14268	potboiler	3
14269	wastes	3
14270	gotten	2
14271	jesus	1
14272	cut-and-paste	1
14273	action-movie	1
14274	honors	1
14275	invites	1
14276	unflattering	1
14277	comparisons	1
14278	installments	1
14279	out-of-field	1
14280	detriment	2
14281	polemical	2
14282	globetrotters-generals	1
14283	guy-in-a-dress	1
14284	cafeteria	1
14285	goulash	1
14286	masturbation	1
14287	assaults	1
14288	upheaval	1
14289	april	1
14290	instalment	1
14291	independence	1
14292	bushels	1
14293	twinkie	1
14294	straddle	1
14295	repetitively	1
14296	awash	1
14297	droning	1
14298	masseur	1
14299	riding	1
14300	ganesh	1
14301	wimps	1
14302	off-screen	1
14303	clams	1
14304	broiling	1
14305	hackery	1
14306	italics	1
14307	evangelical	1
14308	boosterism	1
14309	pollyana	1
14310	retro-refitting	1
14311	nickelodeon-esque	1
14312	sommers	1
14313	title-bout	1
14314	margaritas	1
14315	warmed-over	2
14316	desultory	1
14317	girls-behaving-badly	1
14318	jam-packed	1
14319	bruising	1
14320	clocked	1
14321	vote	1
14322	enemy	2
14323	hudlin	2
14324	dependence	1
14325	edged	1
14326	tome	1
14327	51	8
14328	dulled	1
14329	recreational	1
14330	milked	1
14331	lengthy	2
14332	punchline	1
14333	drawers	1
14334	flattening	1
14335	resulted	1
14336	purports	2
14337	teen-oriented	1
14338	eloquence	2
14339	prelude	1
14340	smoothed	1
14341	tidings	1
14342	zeus	1
14343	applauded	1
14344	tireless	1
14345	booking	1
14346	passage	1
14347	reiner	1
14348	sending	2
14349	shapable	1
14350	eroticism	1
14351	pardon	1
14352	goth	1
14353	boyz	1
14354	hood	1
14355	tons	2
14356	troll	1
14357	nightmares	1
14358	felinni	1
14359	freakshow	1
14360	elmo	1
14361	touts	1
14362	behaving	1
14363	tied	1
14364	soporific	1
14365	repeated	4
14366	crassly	2
14367	comedically	1
14368	coasting	1
14369	persistent	1
14370	woozy	1
14371	personified	1
14372	drain	1
14373	classified	2
14374	nihilistic	1
14375	summons	1
14376	quadrangle	1
14377	reference	1
14378	imponderably	1
14379	paranormal	1
14380	massacres	1
14381	erupt	1
14382	kafka-inspired	1
14383	wanker	1
14384	goths	1
14385	doubles	1
14386	emaciated	1
14387	unambitious	1
14388	animated-movie	1
14389	failing	4
14390	dictums	1
14391	jostling	1
14392	elbowed	1
14393	rotoscope	1
14394	swipes	1
14395	bambi	1
14396	alas	6
14397	imaginary	1
14398	fugitive	1
14399	atrocious	2
14400	luridly	2
14401	miscast	1
14402	overblown	4
14403	softly	1
14404	fighters	1
14405	digitally	1
14406	altered	1
14407	jagged	2
14408	monitor	1
14409	wahlberg	2
14410	pokepie	1
14411	hat	1
14412	handed	2
14413	gods	1
14414	dependable	1
14415	botched	1
14416	kilt-wearing	1
14417	thrill-kill	1
14418	cat-and-mouser	1
14419	paint-by-numbers	2
14420	lascivious-minded	1
14421	tutorial	1
14422	mistaken-identity	1
14423	film-culture	1
14424	referential	1
14425	cries	1
14426	bratty	1
14427	quelle	1
14428	omission	1
14429	caliber	1
14430	wafer-thin	1
14431	nimble	2
14432	wades	1
14433	drunken	2
14434	print	1
14435	insignificance	2
14436	ballsy	1
14437	bruckheimeresque	1
14438	emulates	1
14439	annex	1
14440	behave	2
14441	lungs	1
14442	buying	1
14443	pet	1
14444	eliminating	1
14445	beheadings	1
14446	cliché-laden	1
14447	watered	1
14448	uninvolving	3
14449	bloodwork	1
14450	stultifyingly	1
14451	collar	1
14452	13th	1
14453	sober	2
14454	incarnation	1
14455	derivativeness	1
14456	crappy	1
14457	full-blooded	1
14458	senegalese	1
14459	djeinaba	1
14460	diop	1
14461	percentages	1
14462	ken	1
14463	stab	1
14464	hooliganism	1
14465	double-barreled	1
14466	shootout	1
14467	loaf	1
14468	explodes	1
14469	bella	1
14470	boundless	1
14471	dies	2
14472	pains	1
14473	cancer	1
14474	seductiveness	1
14475	viability	1
14476	special-effects	1
14477	whet	1
14478	adept	1
14479	uncommitted	1
14480	ruse	1
14481	tactic	1
14482	stiflingly	1
14483	silbersteins	1
14484	innate	1
14485	flattened	1
14486	closed-door	1
14487	hanky-panky	1
14488	juiceless	1
14489	standoffish	1
14490	saps	1
14491	inarticulate	1
14492	videotape	2
14493	digital-effects-heavy	1
14494	low-rent	2
14495	merchant-ivory	1
14496	systematically	1
14497	dear	1
14498	split	1
14499	wanna	1
14500	violently	1
14501	gang-raped	1
14502	slop	1
14503	insults	2
14504	addictive	1
14505	ambivalence	1
14506	arduous	2
14507	action-oriented	1
14508	puppy	1
14509	tedium	1
14510	stench	1
14511	frowns	1
14512	romanticized	1
14513	lounge	1
14514	chanukah	1
14515	navigates	1
14516	pomposity	2
14517	pretentiousness	1
14518	baked	1
14519	well-drawn	1
14520	reeked	1
14521	done-that	1
14522	sameness	1
14523	two-fifths	1
14524	salvos	1
14525	discernible	2
14526	bates	1
14527	undo	1
14528	reginald	1
14529	slurs	1
14530	romantic\/comedy	1
14531	souvlaki	1
14532	indigestion	1
14533	thoroughfare	1
14534	tacks	1
14535	reeboir	1
